Notes,County,County Code,ICD-10 113 Cause List,ICD-10 113 Cause List Code,Deaths,Population,Crude Rate
,"Becker County, MN",27005,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,Suppressed,369240,Suppressed
,"Beltrami County, MN",27007,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,30,506183,5.9
,"Beltrami County, MN",27007,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,15,506183,Unreliable
,"Beltrami County, MN",27007,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,15,506183,Unreliable
,"Benton County, MN",27009,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,Suppressed,436738,Suppressed
,"Benton County, MN",27009,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,Suppressed,436738,Suppressed
,"Benton County, MN",27009,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,Suppressed,436738,Suppressed
,"Big Stone County, MN",27011,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,Suppressed,55939,Suppressed
,"Big Stone County, MN",27011,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,0,55939,Unreliable
,"Big Stone County, MN",27011,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,Suppressed,55939,Suppressed
,"Blue Earth County, MN",27013,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,12,726923,Unreliable
,"Blue Earth County, MN",27013,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,Suppressed,726923,Suppressed
,"Blue Earth County, MN",27013,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,Suppressed,726923,Suppressed
,"Brown County, MN",27015,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,Suppressed,278479,Suppressed
,"Brown County, MN",27015,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,Suppressed,278479,Suppressed
,"Brown County, MN",27015,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,Suppressed,278479,Suppressed
,"Carlton County, MN",27017,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,Suppressed,391502,Suppressed
,"Carlton County, MN",27017,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,Suppressed,391502,Suppressed
,"Carlton County, MN",27017,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,Suppressed,391502,Suppressed
,"Carver County, MN",27019,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,Suppressed,1086614,Suppressed
,"Carver County, MN",27019,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,Suppressed,1086614,Suppressed
,"Carver County, MN",27019,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,Suppressed,1086614,Suppressed
,"Cass County, MN",27021,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,18,318708,Unreliable
,"Cass County, MN",27021,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,10,318708,Unreliable
,"Cass County, MN",27021,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,Suppressed,318708,Suppressed
,"Chippewa County, MN",27023,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,Suppressed,132802,Suppressed
,"Chippewa County, MN",27023,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,0,132802,Unreliable
,"Chippewa County, MN",27023,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,Suppressed,132802,Suppressed
,"Chisago County, MN",27025,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,Suppressed,602685,Suppressed
,"Chisago County, MN",27025,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,Suppressed,602685,Suppressed
,"Chisago County, MN",27025,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,Suppressed,602685,Suppressed
,"Clay County, MN",27027,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,12,682539,Unreliable
,"Clay County, MN",27027,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,Suppressed,682539,Suppressed
,"Clay County, MN",27027,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,11,682539,Unreliable
,"Clearwater County, MN",27029,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,Suppressed,96954,Suppressed
,"Clearwater County, MN",27029,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,Suppressed,96954,Suppressed
,"Clearwater County, MN",27029,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,Suppressed,96954,Suppressed
,"Cook County, MN",27031,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,0,58163,Unreliable
,"Cook County, MN",27031,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,0,58163,Unreliable
,"Cook County, MN",27031,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,0,58163,Unreliable
,"Cottonwood County, MN",27033,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,Suppressed,126248,Suppressed
,"Cottonwood County, MN",27033,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,Suppressed,126248,Suppressed
,"Cottonwood County, MN",27033,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,Suppressed,126248,Suppressed
,"Crow Wing County, MN",27035,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,Suppressed,701998,Suppressed
,"Crow Wing County, MN",27035,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,Suppressed,701998,Suppressed
,"Crow Wing County, MN",27035,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,Suppressed,701998,Suppressed
,"Dakota County, MN",27037,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,70,4566858,1.5
,"Dakota County, MN",27037,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,47,4566858,1
,"Dakota County, MN",27037,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,23,4566858,0.5
,"Dodge County, MN",27039,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,Suppressed,225638,Suppressed
,"Dodge County, MN",27039,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,Suppressed,225638,Suppressed
,"Dodge County, MN",27039,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,0,225638,Unreliable
,"Douglas County, MN",27041,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,Suppressed,408470,Suppressed
,"Douglas County, MN",27041,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,Suppressed,408470,Suppressed
,"Douglas County, MN",27041,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,Suppressed,408470,Suppressed
,"Faribault County, MN",27043,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,Suppressed,154488,Suppressed
,"Faribault County, MN",27043,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,0,154488,Unreliable
,"Faribault County, MN",27043,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,Suppressed,154488,Suppressed
,"Fillmore County, MN",27045,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,Suppressed,230264,Suppressed
,"Fillmore County, MN",27045,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,Suppressed,230264,Suppressed
,"Fillmore County, MN",27045,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,0,230264,Unreliable
,"Freeborn County, MN",27047,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,Suppressed,337952,Suppressed
,"Freeborn County, MN",27047,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,Suppressed,337952,Suppressed
,"Freeborn County, MN",27047,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,Suppressed,337952,Suppressed
,"Goodhue County, MN",27049,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,Suppressed,510099,Suppressed
,"Goodhue County, MN",27049,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,Suppressed,510099,Suppressed
,"Goodhue County, MN",27049,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,Suppressed,510099,Suppressed
,"Grant County, MN",27051,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,Suppressed,65715,Suppressed
,"Grant County, MN",27051,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,0,65715,Unreliable
,"Grant County, MN",27051,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,Suppressed,65715,Suppressed
,"Hennepin County, MN",27053,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,545,13417609,4.1
,"Hennepin County, MN",27053,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,388,13417609,2.9
,"Hennepin County, MN",27053,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,157,13417609,1.2
,"Houston County, MN",27055,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,0,206374,Unreliable
,"Houston County, MN",27055,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,0,206374,Unreliable
,"Houston County, MN",27055,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,0,206374,Unreliable
,"Hubbard County, MN",27057,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,12,229306,Unreliable
,"Hubbard County, MN",27057,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,Suppressed,229306,Suppressed
,"Hubbard County, MN",27057,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,Suppressed,229306,Suppressed
,"Isanti County, MN",27059,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,Suppressed,429991,Suppressed
,"Isanti County, MN",27059,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,0,429991,Unreliable
,"Isanti County, MN",27059,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,Suppressed,429991,Suppressed
,"Itasca County, MN",27061,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,Suppressed,497786,Suppressed
,"Itasca County, MN",27061,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,Suppressed,497786,Suppressed
,"Itasca County, MN",27061,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,Suppressed,497786,Suppressed
,"Jackson County, MN",27063,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,Suppressed,110772,Suppressed
,"Jackson County, MN",27063,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,0,110772,Unreliable
,"Jackson County, MN",27063,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,Suppressed,110772,Suppressed
,"Kanabec County, MN",27065,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,0,176990,Unreliable
,"Kanabec County, MN",27065,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,0,176990,Unreliable
,"Kanabec County, MN",27065,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,0,176990,Unreliable
,"Kandiyohi County, MN",27067,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,Suppressed,468450,Suppressed
,"Kandiyohi County, MN",27067,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,0,468450,Unreliable
,"Kandiyohi County, MN",27067,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,Suppressed,468450,Suppressed
,"Kittson County, MN",27069,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,Suppressed,48265,Suppressed
,"Kittson County, MN",27069,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,Suppressed,48265,Suppressed
,"Kittson County, MN",27069,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,0,48265,Unreliable
,"Koochiching County, MN",27071,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,Suppressed,140519,Suppressed
,"Koochiching County, MN",27071,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,0,140519,Unreliable
,"Koochiching County, MN",27071,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,Suppressed,140519,Suppressed
,"Lac qui Parle County, MN",27073,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,Suppressed,75543,Suppressed
,"Lac qui Parle County, MN",27073,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,Suppressed,75543,Suppressed
,"Lac qui Parle County, MN",27073,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,0,75543,Unreliable
,"Lake County, MN",27075,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,0,117683,Unreliable
,"Lake County, MN",27075,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,0,117683,Unreliable
,"Lake County, MN",27075,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,0,117683,Unreliable
,"Lake of the Woods County, MN",27077,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,0,42605,Unreliable
,"Lake of the Woods County, MN",27077,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,0,42605,Unreliable
,"Lake of the Woods County, MN",27077,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,0,42605,Unreliable
,"Le Sueur County, MN",27079,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,Suppressed,308103,Suppressed
,"Le Sueur County, MN",27079,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,Suppressed,308103,Suppressed
,"Le Sueur County, MN",27079,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,Suppressed,308103,Suppressed
,"Lincoln County, MN",27081,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,0,63264,Unreliable
,"Lincoln County, MN",27081,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,0,63264,Unreliable
,"Lincoln County, MN",27081,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,0,63264,Unreliable
,"Lyon County, MN",27083,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,Suppressed,282020,Suppressed
,"Lyon County, MN",27083,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,Suppressed,282020,Suppressed
,"Lyon County, MN",27083,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,Suppressed,282020,Suppressed
,"McLeod County, MN",27085,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,Suppressed,396070,Suppressed
,"McLeod County, MN",27085,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,Suppressed,396070,Suppressed
,"McLeod County, MN",27085,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,Suppressed,396070,Suppressed
,"Mahnomen County, MN",27087,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,Suppressed,60479,Suppressed
,"Mahnomen County, MN",27087,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,Suppressed,60479,Suppressed
,"Mahnomen County, MN",27087,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,Suppressed,60479,Suppressed
,"Marshall County, MN",27089,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,Suppressed,103361,Suppressed
,"Marshall County, MN",27089,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,Suppressed,103361,Suppressed
,"Marshall County, MN",27089,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,Suppressed,103361,Suppressed
,"Martin County, MN",27091,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,Suppressed,221299,Suppressed
,"Martin County, MN",27091,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,Suppressed,221299,Suppressed
,"Martin County, MN",27091,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,Suppressed,221299,Suppressed
,"Meeker County, MN",27093,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,Suppressed,254899,Suppressed
,"Meeker County, MN",27093,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,Suppressed,254899,Suppressed
,"Meeker County, MN",27093,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,Suppressed,254899,Suppressed
,"Mille Lacs County, MN",27095,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,Suppressed,285621,Suppressed
,"Mille Lacs County, MN",27095,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,Suppressed,285621,Suppressed
,"Mille Lacs County, MN",27095,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,Suppressed,285621,Suppressed
,"Morrison County, MN",27097,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,Suppressed,363563,Suppressed
,"Morrison County, MN",27097,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,Suppressed,363563,Suppressed
,"Morrison County, MN",27097,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,0,363563,Unreliable
,"Mower County, MN",27099,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,Suppressed,434602,Suppressed
,"Mower County, MN",27099,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,Suppressed,434602,Suppressed
,"Mower County, MN",27099,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,Suppressed,434602,Suppressed
,"Murray County, MN",27101,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,Suppressed,92648,Suppressed
,"Murray County, MN",27101,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,0,92648,Unreliable
,"Murray County, MN",27101,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,Suppressed,92648,Suppressed
,"Nicollet County, MN",27103,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,Suppressed,368465,Suppressed
,"Nicollet County, MN",27103,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,Suppressed,368465,Suppressed
,"Nicollet County, MN",27103,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,0,368465,Unreliable
,"Nobles County, MN",27105,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,Suppressed,237984,Suppressed
,"Nobles County, MN",27105,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,Suppressed,237984,Suppressed
,"Nobles County, MN",27105,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,Suppressed,237984,Suppressed
,"Norman County, MN",27107,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,Suppressed,72667,Suppressed
,"Norman County, MN",27107,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,Suppressed,72667,Suppressed
,"Norman County, MN",27107,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,0,72667,Unreliable
,"Olmsted County, MN",27109,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,31,1669932,1.9
,"Olmsted County, MN",27109,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,13,1669932,Unreliable
,"Olmsted County, MN",27109,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,18,1669932,Unreliable
,"Otter Tail County, MN",27111,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,11,637504,Unreliable
,"Otter Tail County, MN",27111,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,Suppressed,637504,Suppressed
,"Otter Tail County, MN",27111,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,Suppressed,637504,Suppressed
,"Pennington County, MN",27113,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,Suppressed,155115,Suppressed
,"Pennington County, MN",27113,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,0,155115,Unreliable
,"Pennington County, MN",27113,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,Suppressed,155115,Suppressed
,"Pine County, MN",27115,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,Suppressed,322338,Suppressed
,"Pine County, MN",27115,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,Suppressed,322338,Suppressed
,"Pine County, MN",27115,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,Suppressed,322338,Suppressed
,"Pipestone County, MN",27117,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,Suppressed,101847,Suppressed
,"Pipestone County, MN",27117,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,Suppressed,101847,Suppressed
,"Pipestone County, MN",27117,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,Suppressed,101847,Suppressed
,"Polk County, MN",27119,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,Suppressed,346350,Suppressed
,"Polk County, MN",27119,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,Suppressed,346350,Suppressed
,"Polk County, MN",27119,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,Suppressed,346350,Suppressed
,"Pope County, MN",27121,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,Suppressed,121380,Suppressed
,"Pope County, MN",27121,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,Suppressed,121380,Suppressed
,"Pope County, MN",27121,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,Suppressed,121380,Suppressed
