Notes,County,County Code,Drug/Alcohol Induced,Drug/Alcohol Induced Code,Deaths,Population,Crude Rate
,"Kimball County, NE",31105,Drug-induced causes,D,Suppressed,40526,Suppressed
,"Kimball County, NE",31105,Alcohol-induced causes,A,Suppressed,40526,Suppressed
,"Kimball County, NE",31105,All other non-drug and non-alcohol causes,O,593,40526,1463.3
,"Knox County, NE",31107,Drug-induced causes,D,Suppressed,93537,Suppressed
,"Knox County, NE",31107,Alcohol-induced causes,A,12,93537,Unreliable
,"Knox County, NE",31107,All other non-drug and non-alcohol causes,O,1237,93537,1322.5
,"Lancaster County, NE",31109,Drug-induced causes,D,322,3354920,9.6
,"Lancaster County, NE",31109,Alcohol-induced causes,A,345,3354920,10.3
,"Lancaster County, NE",31109,All other non-drug and non-alcohol causes,O,22938,3354920,683.7
,"Lincoln County, NE",31111,Drug-induced causes,D,38,391327,9.7
,"Lincoln County, NE",31111,Alcohol-induced causes,A,50,391327,12.8
,"Lincoln County, NE",31111,All other non-drug and non-alcohol causes,O,4022,391327,1027.8
,"Logan County, NE",31113,Drug-induced causes,D,0,8364,Unreliable
,"Logan County, NE",31113,Alcohol-induced causes,A,0,8364,Unreliable
,"Logan County, NE",31113,All other non-drug and non-alcohol causes,O,73,8364,872.8
,"Loup County, NE",31115,Drug-induced causes,D,0,6712,Unreliable
,"Loup County, NE",31115,Alcohol-induced causes,A,0,6712,Unreliable
,"Loup County, NE",31115,All other non-drug and non-alcohol causes,O,71,6712,1057.8
,"McPherson County, NE",31117,Drug-induced causes,D,0,5551,Unreliable
,"McPherson County, NE",31117,Alcohol-induced causes,A,0,5551,Unreliable
,"McPherson County, NE",31117,All other non-drug and non-alcohol causes,O,46,5551,828.7
,"Madison County, NE",31119,Drug-induced causes,D,23,385792,6
,"Madison County, NE",31119,Alcohol-induced causes,A,31,385792,8
,"Madison County, NE",31119,All other non-drug and non-alcohol causes,O,3944,385792,1022.3
,"Merrick County, NE",31121,Drug-induced causes,D,10,85719,Unreliable
,"Merrick County, NE",31121,Alcohol-induced causes,A,Suppressed,85719,Suppressed
,"Merrick County, NE",31121,All other non-drug and non-alcohol causes,O,937,85719,1093.1
,"Morrill County, NE",31123,Drug-induced causes,D,Suppressed,53129,Suppressed
,"Morrill County, NE",31123,Alcohol-induced causes,A,Suppressed,53129,Suppressed
,"Morrill County, NE",31123,All other non-drug and non-alcohol causes,O,661,53129,1244.1
,"Nance County, NE",31125,Drug-induced causes,D,Suppressed,39744,Suppressed
,"Nance County, NE",31125,Alcohol-induced causes,A,Suppressed,39744,Suppressed
,"Nance County, NE",31125,All other non-drug and non-alcohol causes,O,585,39744,1471.9
,"Nemaha County, NE",31127,Drug-induced causes,D,10,77954,Unreliable
,"Nemaha County, NE",31127,Alcohol-induced causes,A,12,77954,Unreliable
,"Nemaha County, NE",31127,All other non-drug and non-alcohol causes,O,918,77954,1177.6
,"Nuckolls County, NE",31129,Drug-induced causes,D,0,47544,Unreliable
,"Nuckolls County, NE",31129,Alcohol-induced causes,A,11,47544,Unreliable
,"Nuckolls County, NE",31129,All other non-drug and non-alcohol causes,O,698,47544,1468.1
,"Otoe County, NE",31131,Drug-induced causes,D,11,174888,Unreliable
,"Otoe County, NE",31131,Alcohol-induced causes,A,16,174888,Unreliable
,"Otoe County, NE",31131,All other non-drug and non-alcohol causes,O,1988,174888,1136.7
,"Pawnee County, NE",31133,Drug-induced causes,D,Suppressed,29482,Suppressed
,"Pawnee County, NE",31133,Alcohol-induced causes,A,Suppressed,29482,Suppressed
,"Pawnee County, NE",31133,All other non-drug and non-alcohol causes,O,430,29482,1458.5
,"Perkins County, NE",31135,Drug-induced causes,D,Suppressed,32100,Suppressed
,"Perkins County, NE",31135,Alcohol-induced causes,A,Suppressed,32100,Suppressed
,"Perkins County, NE",31135,All other non-drug and non-alcohol causes,O,372,32100,1158.9
,"Phelps County, NE",31137,Drug-induced causes,D,Suppressed,100645,Suppressed
,"Phelps County, NE",31137,Alcohol-induced causes,A,11,100645,Unreliable
,"Phelps County, NE",31137,All other non-drug and non-alcohol causes,O,1224,100645,1216.2
,"Pierce County, NE",31139,Drug-induced causes,D,Suppressed,78979,Suppressed
,"Pierce County, NE",31139,Alcohol-induced causes,A,Suppressed,78979,Suppressed
,"Pierce County, NE",31139,All other non-drug and non-alcohol causes,O,791,78979,1001.5
,"Platte County, NE",31141,Drug-induced causes,D,20,361762,5.5
,"Platte County, NE",31141,Alcohol-induced causes,A,23,361762,6.4
,"Platte County, NE",31141,All other non-drug and non-alcohol causes,O,3154,361762,871.8
,"Polk County, NE",31143,Drug-induced causes,D,Suppressed,58019,Suppressed
,"Polk County, NE",31143,Alcohol-induced causes,A,14,58019,Unreliable
,"Polk County, NE",31143,All other non-drug and non-alcohol causes,O,734,58019,1265.1
,"Red Willow County, NE",31145,Drug-induced causes,D,13,119291,Unreliable
,"Red Willow County, NE",31145,Alcohol-induced causes,A,20,119291,16.8
,"Red Willow County, NE",31145,All other non-drug and non-alcohol causes,O,1395,119291,1169.4
,"Richardson County, NE",31147,Drug-induced causes,D,Suppressed,88967,Suppressed
,"Richardson County, NE",31147,Alcohol-induced causes,A,Suppressed,88967,Suppressed
,"Richardson County, NE",31147,All other non-drug and non-alcohol causes,O,1328,88967,1492.7
,"Rock County, NE",31149,Drug-induced causes,D,0,15551,Unreliable
,"Rock County, NE",31149,Alcohol-induced causes,A,Suppressed,15551,Suppressed
,"Rock County, NE",31149,All other non-drug and non-alcohol causes,O,255,15551,1639.8
,"Saline County, NE",31151,Drug-induced causes,D,Suppressed,157385,Suppressed
,"Saline County, NE",31151,Alcohol-induced causes,A,19,157385,Unreliable
,"Saline County, NE",31151,All other non-drug and non-alcohol causes,O,1538,157385,977.2
,"Sarpy County, NE",31153,Drug-induced causes,D,142,1925443,7.4
,"Sarpy County, NE",31153,Alcohol-induced causes,A,143,1925443,7.4
,"Sarpy County, NE",31153,All other non-drug and non-alcohol causes,O,10266,1925443,533.2
,"Saunders County, NE",31155,Drug-induced causes,D,11,232237,Unreliable
,"Saunders County, NE",31155,Alcohol-induced causes,A,17,232237,Unreliable
,"Saunders County, NE",31155,All other non-drug and non-alcohol causes,O,2324,232237,1000.7
,"Scotts Bluff County, NE",31157,Drug-induced causes,D,56,400243,14
,"Scotts Bluff County, NE",31157,Alcohol-induced causes,A,82,400243,20.5
,"Scotts Bluff County, NE",31157,All other non-drug and non-alcohol causes,O,4581,400243,1144.6
,"Seward County, NE",31159,Drug-induced causes,D,13,187970,Unreliable
,"Seward County, NE",31159,Alcohol-induced causes,A,18,187970,Unreliable
,"Seward County, NE",31159,All other non-drug and non-alcohol causes,O,1854,187970,986.3
,"Sheridan County, NE",31161,Drug-induced causes,D,Suppressed,58019,Suppressed
,"Sheridan County, NE",31161,Alcohol-induced causes,A,15,58019,Unreliable
,"Sheridan County, NE",31161,All other non-drug and non-alcohol causes,O,832,58019,1434
,"Sherman County, NE",31163,Drug-induced causes,D,Suppressed,33789,Suppressed
,"Sherman County, NE",31163,Alcohol-induced causes,A,Suppressed,33789,Suppressed
,"Sherman County, NE",31163,All other non-drug and non-alcohol causes,O,454,33789,1343.6
,"Sioux County, NE",31165,Drug-induced causes,D,0,13836,Unreliable
,"Sioux County, NE",31165,Alcohol-induced causes,A,0,13836,Unreliable
,"Sioux County, NE",31165,All other non-drug and non-alcohol causes,O,87,13836,628.8
,"Stanton County, NE",31167,Drug-induced causes,D,Suppressed,66214,Suppressed
,"Stanton County, NE",31167,Alcohol-induced causes,A,Suppressed,66214,Suppressed
,"Stanton County, NE",31167,All other non-drug and non-alcohol causes,O,520,66214,785.3
,"Thayer County, NE",31169,Drug-induced causes,D,Suppressed,56179,Suppressed
,"Thayer County, NE",31169,Alcohol-induced causes,A,Suppressed,56179,Suppressed
,"Thayer County, NE",31169,All other non-drug and non-alcohol causes,O,876,56179,1559.3
,"Thomas County, NE",31171,Drug-induced causes,D,0,7731,Unreliable
,"Thomas County, NE",31171,Alcohol-induced causes,A,Suppressed,7731,Suppressed
,"Thomas County, NE",31171,All other non-drug and non-alcohol causes,O,54,7731,698.5
,"Thurston County, NE",31173,Drug-induced causes,D,Suppressed,77991,Suppressed
,"Thurston County, NE",31173,Alcohol-induced causes,A,46,77991,59
,"Thurston County, NE",31173,All other non-drug and non-alcohol causes,O,829,77991,1062.9
,"Valley County, NE",31175,Drug-induced causes,D,Suppressed,46102,Suppressed
,"Valley County, NE",31175,Alcohol-induced causes,A,Suppressed,46102,Suppressed
,"Valley County, NE",31175,All other non-drug and non-alcohol causes,O,593,46102,1286.3
,"Washington County, NE",31177,Drug-induced causes,D,Suppressed,225131,Suppressed
,"Washington County, NE",31177,Alcohol-induced causes,A,24,225131,10.7
,"Washington County, NE",31177,All other non-drug and non-alcohol causes,O,1944,225131,863.5
,"Wayne County, NE",31179,Drug-induced causes,D,Suppressed,103825,Suppressed
,"Wayne County, NE",31179,Alcohol-induced causes,A,Suppressed,103825,Suppressed
,"Wayne County, NE",31179,All other non-drug and non-alcohol causes,O,722,103825,695.4
,"Webster County, NE",31181,Drug-induced causes,D,Suppressed,39849,Suppressed
,"Webster County, NE",31181,Alcohol-induced causes,A,Suppressed,39849,Suppressed
,"Webster County, NE",31181,All other non-drug and non-alcohol causes,O,642,39849,1611.1
,"Wheeler County, NE",31183,Drug-induced causes,D,Suppressed,8688,Suppressed
,"Wheeler County, NE",31183,Alcohol-induced causes,A,0,8688,Unreliable
,"Wheeler County, NE",31183,All other non-drug and non-alcohol causes,O,60,8688,690.6
,"York County, NE",31185,Drug-induced causes,D,16,151305,Unreliable
,"York County, NE",31185,Alcohol-induced causes,A,13,151305,Unreliable
,"York County, NE",31185,All other non-drug and non-alcohol causes,O,1684,151305,1113
,"Churchill County, NV",32001,Drug-induced causes,D,72,269281,26.7
,"Churchill County, NV",32001,Alcohol-induced causes,A,65,269281,24.1
,"Churchill County, NV",32001,All other non-drug and non-alcohol causes,O,2967,269281,1101.8
,"Clark County, NV",32003,Drug-induced causes,D,5141,23308421,22.1
,"Clark County, NV",32003,Alcohol-induced causes,A,3028,23308421,13
,"Clark County, NV",32003,All other non-drug and non-alcohol causes,O,166385,23308421,713.8
,"Douglas County, NV",32005,Drug-induced causes,D,104,526032,19.8
,"Douglas County, NV",32005,Alcohol-induced causes,A,128,526032,24.3
,"Douglas County, NV",32005,All other non-drug and non-alcohol causes,O,5173,526032,983.4
,"Elko County, NV",32007,Drug-induced causes,D,76,569671,13.3
,"Elko County, NV",32007,Alcohol-induced causes,A,74,569671,13
,"Elko County, NV",32007,All other non-drug and non-alcohol causes,O,3271,569671,574.2
,"Esmeralda County, NV",32009,Drug-induced causes,D,Suppressed,9041,Suppressed
,"Esmeralda County, NV",32009,Alcohol-induced causes,A,Suppressed,9041,Suppressed
,"Esmeralda County, NV",32009,All other non-drug and non-alcohol causes,O,123,9041,1360.5
,"Eureka County, NV",32011,Drug-induced causes,D,0,22052,Unreliable
,"Eureka County, NV",32011,Alcohol-induced causes,A,Suppressed,22052,Suppressed
,"Eureka County, NV",32011,All other non-drug and non-alcohol causes,O,158,22052,716.5
,"Humboldt County, NV",32013,Drug-induced causes,D,30,186219,16.1
,"Humboldt County, NV",32013,Alcohol-induced causes,A,47,186219,25.2
,"Humboldt County, NV",32013,All other non-drug and non-alcohol causes,O,1360,186219,730.3
,"Lander County, NV",32015,Drug-induced causes,D,17,63517,Unreliable
,"Lander County, NV",32015,Alcohol-induced causes,A,18,63517,Unreliable
,"Lander County, NV",32015,All other non-drug and non-alcohol causes,O,480,63517,755.7
,"Lincoln County, NV",32017,Drug-induced causes,D,Suppressed,57347,Suppressed
,"Lincoln County, NV",32017,Alcohol-induced causes,A,Suppressed,57347,Suppressed
,"Lincoln County, NV",32017,All other non-drug and non-alcohol causes,O,543,57347,946.9
,"Lyon County, NV",32019,Drug-induced causes,D,142,590047,24.1
,"Lyon County, NV",32019,Alcohol-induced causes,A,135,590047,22.9
,"Lyon County, NV",32019,All other non-drug and non-alcohol causes,O,6252,590047,1059.6
,"Mineral County, NV",32021,Drug-induced causes,D,13,50053,Unreliable
,"Mineral County, NV",32021,Alcohol-induced causes,A,20,50053,40
,"Mineral County, NV",32021,All other non-drug and non-alcohol causes,O,800,50053,1598.3
,"Nye County, NV",32023,Drug-induced causes,D,168,484864,34.6
,"Nye County, NV",32023,Alcohol-induced causes,A,139,484864,28.7
,"Nye County, NV",32023,All other non-drug and non-alcohol causes,O,7775,484864,1603.5
,"Pershing County, NV",32027,Drug-induced causes,D,16,73477,Unreliable
,"Pershing County, NV",32027,Alcohol-induced causes,A,11,73477,Unreliable
,"Pershing County, NV",32027,All other non-drug and non-alcohol causes,O,552,73477,751.3
,"Storey County, NV",32029,Drug-induced causes,D,12,44098,Unreliable
,"Storey County, NV",32029,Alcohol-induced causes,A,12,44098,Unreliable
,"Storey County, NV",32029,All other non-drug and non-alcohol causes,O,362,44098,820.9
,"Washoe County, NV",32031,Drug-induced causes,D,1285,4926276,26.1
,"Washoe County, NV",32031,Alcohol-induced causes,A,1102,4926276,22.4
,"Washoe County, NV",32031,All other non-drug and non-alcohol causes,O,39131,4926276,794.3
,"White Pine County, NV",32033,Drug-induced causes,D,34,107867,31.5
,"White Pine County, NV",32033,Alcohol-induced causes,A,21,107867,19.5
,"White Pine County, NV",32033,All other non-drug and non-alcohol causes,O,982,107867,910.4
,"Carson City, NV",32510,Drug-induced causes,D,166,605525,27.4
,"Carson City, NV",32510,Alcohol-induced causes,A,214,605525,35.3
,"Carson City, NV",32510,All other non-drug and non-alcohol causes,O,7744,605525,1278.9
,"Belknap County, NH",33001,Drug-induced causes,D,184,667203,27.6
,"Belknap County, NH",33001,Alcohol-induced causes,A,102,667203,15.3
,"Belknap County, NH",33001,All other non-drug and non-alcohol causes,O,7373,667203,1105.1
,"Carroll County, NH",33003,Drug-induced causes,D,124,527418,23.5
,"Carroll County, NH",33003,Alcohol-induced causes,A,73,527418,13.8
,"Carroll County, NH",33003,All other non-drug and non-alcohol causes,O,5693,527418,1079.4
,"Cheshire County, NH",33005,Drug-induced causes,D,200,840060,23.8
,"Cheshire County, NH",33005,Alcohol-induced causes,A,122,840060,14.5
,"Cheshire County, NH",33005,All other non-drug and non-alcohol causes,O,7657,840060,911.5
,"Coos County, NH",33007,Drug-induced causes,D,89,350700,25.4
,"Coos County, NH",33007,Alcohol-induced causes,A,59,350700,16.8
,"Coos County, NH",33007,All other non-drug and non-alcohol causes,O,4702,350700,1340.7
,"Grafton County, NH",33009,Drug-induced causes,D,155,984466,15.7
,"Grafton County, NH",33009,Alcohol-induced causes,A,130,984466,13.2
,"Grafton County, NH",33009,All other non-drug and non-alcohol causes,O,8770,984466,890.8
,"Hillsborough County, NH",33011,Drug-induced causes,D,1400,4489651,31.2
,"Hillsborough County, NH",33011,Alcohol-induced causes,A,608,4489651,13.5
,"Hillsborough County, NH",33011,All other non-drug and non-alcohol causes,O,34248,4489651,762.8
,"Merrimack County, NH",33013,Drug-induced causes,D,364,1634742,22.3
,"Merrimack County, NH",33013,Alcohol-induced causes,A,216,1634742,13.2
,"Merrimack County, NH",33013,All other non-drug and non-alcohol causes,O,14397,1634742,880.7
,"Rockingham County, NH",33015,Drug-induced causes,D,786,3330648,23.6
,"Rockingham County, NH",33015,Alcohol-induced causes,A,377,3330648,11.3
,"Rockingham County, NH",33015,All other non-drug and non-alcohol causes,O,25588,3330648,768.3
,"Strafford County, NH",33017,Drug-induced causes,D,430,1396438,30.8
,"Strafford County, NH",33017,Alcohol-induced causes,A,172,1396438,12.3
,"Strafford County, NH",33017,All other non-drug and non-alcohol causes,O,11179,1396438,800.5
,"Sullivan County, NH",33019,Drug-induced causes,D,87,474970,18.3
,"Sullivan County, NH",33019,Alcohol-induced causes,A,66,474970,13.9
,"Sullivan County, NH",33019,All other non-drug and non-alcohol causes,O,4725,474970,994.8
,"Atlantic County, NJ",34001,Drug-induced causes,D,1117,2982552,37.5
,"Atlantic County, NJ",34001,Alcohol-induced causes,A,293,2982552,9.8
,"Atlantic County, NJ",34001,All other non-drug and non-alcohol causes,O,28575,2982552,958.1
,"Bergen County, NJ",34003,Drug-induced causes,D,1262,10219259,12.3
,"Bergen County, NJ",34003,Alcohol-induced causes,A,580,10219259,5.7
,"Bergen County, NJ",34003,All other non-drug and non-alcohol causes,O,78751,10219259,770.6
,"Burlington County, NJ",34005,Drug-induced causes,D,1241,4935641,25.1
,"Burlington County, NJ",34005,Alcohol-induced causes,A,261,4935641,5.3
,"Burlington County, NJ",34005,All other non-drug and non-alcohol causes,O,43035,4935641,871.9
,"Camden County, NJ",34007,Drug-induced causes,D,2154,5616479,38.4
,"Camden County, NJ",34007,Alcohol-induced causes,A,287,5616479,5.1
,"Camden County, NJ",34007,All other non-drug and non-alcohol causes,O,50504,5616479,899.2
,"Cape May County, NJ",34009,Drug-induced causes,D,375,1040266,36
,"Cape May County, NJ",34009,Alcohol-induced causes,A,146,1040266,14
,"Cape May County, NJ",34009,All other non-drug and non-alcohol causes,O,13930,1040266,1339.1
,"Cumberland County, NJ",34011,Drug-induced causes,D,563,1696195,33.2
,"Cumberland County, NJ",34011,Alcohol-induced causes,A,161,1696195,9.5
,"Cumberland County, NJ",34011,All other non-drug and non-alcohol causes,O,16385,1696195,966
,"Essex County, NJ",34013,Drug-induced causes,D,2044,8744014,23.4
,"Essex County, NJ",34013,Alcohol-induced causes,A,621,8744014,7.1
,"Essex County, NJ",34013,All other non-drug and non-alcohol causes,O,65228,8744014,746
,"Gloucester County, NJ",34015,Drug-induced causes,D,1137,3200498,35.5
,"Gloucester County, NJ",34015,Alcohol-induced causes,A,147,3200498,4.6
,"Gloucester County, NJ",34015,All other non-drug and non-alcohol causes,O,27918,3200498,872.3
,"Hudson County, NJ",34017,Drug-induced causes,D,1133,7321769,15.5
,"Hudson County, NJ",34017,Alcohol-induced causes,A,570,7321769,7.8
,"Hudson County, NJ",34017,All other non-drug and non-alcohol causes,O,41931,7321769,572.7
,"Hunterdon County, NJ",34019,Drug-induced causes,D,163,1384859,11.8
,"Hunterdon County, NJ",34019,Alcohol-induced causes,A,99,1384859,7.1
,"Hunterdon County, NJ",34019,All other non-drug and non-alcohol causes,O,9647,1384859,696.6
,"Mercer County, NJ",34021,Drug-induced causes,D,804,4065464,19.8
,"Mercer County, NJ",34021,Alcohol-induced causes,A,361,4065464,8.9
,"Mercer County, NJ",34021,All other non-drug and non-alcohol causes,O,31479,4065464,774.3
,"Middlesex County, NJ",34023,Drug-induced causes,D,1583,9110586,17.4
,"Middlesex County, NJ",34023,Alcohol-induced causes,A,556,9110586,6.1
,"Middlesex County, NJ",34023,All other non-drug and non-alcohol causes,O,63787,9110586,700.1
,"Monmouth County, NJ",34025,Drug-induced causes,D,1531,6889177,22.2
,"Monmouth County, NJ",34025,Alcohol-induced causes,A,501,6889177,7.3
,"Monmouth County, NJ",34025,All other non-drug and non-alcohol causes,O,59374,6889177,861.8
,"Morris County, NJ",34027,Drug-induced causes,D,772,5459160,14.1
,"Morris County, NJ",34027,Alcohol-induced causes,A,340,5459160,6.2
,"Morris County, NJ",34027,All other non-drug and non-alcohol causes,O,41538,5459160,760.9
,"Ocean County, NJ",34029,Drug-induced causes,D,1857,6508356,28.5
,"Ocean County, NJ",34029,Alcohol-induced causes,A,446,6508356,6.9
,"Ocean County, NJ",34029,All other non-drug and non-alcohol causes,O,78371,6508356,1204.2
,"Passaic County, NJ",34031,Drug-induced causes,D,1000,5557632,18
,"Passaic County, NJ",34031,Alcohol-induced causes,A,427,5557632,7.7
,"Passaic County, NJ",34031,All other non-drug and non-alcohol causes,O,40903,5557632,736
,"Salem County, NJ",34033,Drug-induced causes,D,239,705491,33.9
,"Salem County, NJ",34033,Alcohol-induced causes,A,62,705491,8.8
,"Salem County, NJ",34033,All other non-drug and non-alcohol causes,O,7896,705491,1119.2
,"Somerset County, NJ",34035,Drug-induced causes,D,475,3631463,13.1
,"Somerset County, NJ",34035,Alcohol-induced causes,A,224,3631463,6.2
,"Somerset County, NJ",34035,All other non-drug and non-alcohol causes,O,25583,3631463,704.5
,"Sussex County, NJ",34037,Drug-induced causes,D,349,1585291,22
,"Sussex County, NJ",34037,Alcohol-induced causes,A,163,1585291,10.3
,"Sussex County, NJ",34037,All other non-drug and non-alcohol causes,O,12937,1585291,816.1
,"Union County, NJ",34039,Drug-induced causes,D,946,6066274,15.6
,"Union County, NJ",34039,Alcohol-induced causes,A,369,6066274,6.1
,"Union County, NJ",34039,All other non-drug and non-alcohol causes,O,44110,6066274,727.1
,"Warren County, NJ",34041,Drug-induced causes,D,260,1175934,22.1
,"Warren County, NJ",34041,Alcohol-induced causes,A,122,1175934,10.4
,"Warren County, NJ",34041,All other non-drug and non-alcohol causes,O,10733,1175934,912.7
,"Bernalillo County, NM",35001,Drug-induced causes,D,2380,7426663,32
,"Bernalillo County, NM",35001,Alcohol-induced causes,A,2110,7426663,28.4
,"Bernalillo County, NM",35001,All other non-drug and non-alcohol causes,O,57305,7426663,771.6
,"Catron County, NM",35003,Drug-induced causes,D,11,39558,Unreliable
,"Catron County, NM",35003,Alcohol-induced causes,A,Suppressed,39558,Suppressed
,"Catron County, NM",35003,All other non-drug and non-alcohol causes,O,441,39558,1114.8
,"Chaves County, NM",35005,Drug-induced causes,D,166,718947,23.1
,"Chaves County, NM",35005,Alcohol-induced causes,A,157,718947,21.8
,"Chaves County, NM",35005,All other non-drug and non-alcohol causes,O,7097,718947,987.1
,"Cibola County, NM",35006,Drug-induced causes,D,49,298333,16.4
,"Cibola County, NM",35006,Alcohol-induced causes,A,137,298333,45.9
,"Cibola County, NM",35006,All other non-drug and non-alcohol causes,O,2719,298333,911.4
,"Colfax County, NM",35007,Drug-induced causes,D,44,139206,31.6
,"Colfax County, NM",35007,Alcohol-induced causes,A,38,139206,27.3
,"Colfax County, NM",35007,All other non-drug and non-alcohol causes,O,1562,139206,1122.1
,"Curry County, NM",35009,Drug-induced causes,D,95,547204,17.4
,"Curry County, NM",35009,Alcohol-induced causes,A,71,547204,13
,"Curry County, NM",35009,All other non-drug and non-alcohol causes,O,4305,547204,786.7
,"DeBaca County, NM",35011,Drug-induced causes,D,Suppressed,20278,Suppressed
,"DeBaca County, NM",35011,Alcohol-induced causes,A,Suppressed,20278,Suppressed
,"DeBaca County, NM",35011,All other non-drug and non-alcohol causes,O,316,20278,1558.3
,"Dona Ana County, NM",35013,Drug-induced causes,D,408,2365472,17.2
,"Dona Ana County, NM",35013,Alcohol-induced causes,A,372,2365472,15.7
,"Dona Ana County, NM",35013,All other non-drug and non-alcohol causes,O,16902,2365472,714.5
,"Eddy County, NM",35015,Drug-induced causes,D,156,621240,25.1
,"Eddy County, NM",35015,Alcohol-induced causes,A,128,621240,20.6
,"Eddy County, NM",35015,All other non-drug and non-alcohol causes,O,6020,621240,969
,"Grant County, NM",35017,Drug-induced causes,D,88,312633,28.1
,"Grant County, NM",35017,Alcohol-induced causes,A,70,312633,22.4
,"Grant County, NM",35017,All other non-drug and non-alcohol causes,O,3691,312633,1180.6
,"Guadalupe County, NM",35019,Drug-induced causes,D,14,49020,Unreliable
,"Guadalupe County, NM",35019,Alcohol-induced causes,A,16,49020,Unreliable
,"Guadalupe County, NM",35019,All other non-drug and non-alcohol causes,O,480,49020,979.2
,"Harding County, NM",35021,Drug-induced causes,D,0,7455,Unreliable
,"Harding County, NM",35021,Alcohol-induced causes,A,0,7455,Unreliable
,"Harding County, NM",35021,All other non-drug and non-alcohol causes,O,96,7455,1287.7
,"Hidalgo County, NM",35023,Drug-induced causes,D,17,49337,Unreliable
,"Hidalgo County, NM",35023,Alcohol-induced causes,A,11,49337,Unreliable
,"Hidalgo County, NM",35023,All other non-drug and non-alcohol causes,O,547,49337,1108.7
,"Lea County, NM",35025,Drug-induced causes,D,152,756748,20.1
,"Lea County, NM",35025,Alcohol-induced causes,A,85,756748,11.2
,"Lea County, NM",35025,All other non-drug and non-alcohol causes,O,5882,756748,777.3
,"Lincoln County, NM",35027,Drug-induced causes,D,67,218382,30.7
,"Lincoln County, NM",35027,Alcohol-induced causes,A,63,218382,28.8
,"Lincoln County, NM",35027,All other non-drug and non-alcohol causes,O,2216,218382,1014.7
,"Los Alamos County, NM",35028,Drug-induced causes,D,34,202413,16.8
,"Los Alamos County, NM",35028,Alcohol-induced causes,A,22,202413,10.9
,"Los Alamos County, NM",35028,All other non-drug and non-alcohol causes,O,1327,202413,655.6
,"Luna County, NM",35029,Drug-induced causes,D,46,269372,17.1
,"Luna County, NM",35029,Alcohol-induced causes,A,43,269372,16
,"Luna County, NM",35029,All other non-drug and non-alcohol causes,O,3284,269372,1219.1
,"McKinley County, NM",35031,Drug-induced causes,D,115,804254,14.3
,"McKinley County, NM",35031,Alcohol-induced causes,A,718,804254,89.3
,"McKinley County, NM",35031,All other non-drug and non-alcohol causes,O,6451,804254,802.1
,"Mora County, NM",35033,Drug-induced causes,D,17,50811,Unreliable
,"Mora County, NM",35033,Alcohol-induced causes,A,11,50811,Unreliable
,"Mora County, NM",35033,All other non-drug and non-alcohol causes,O,485,50811,954.5
,"Otero County, NM",35035,Drug-induced causes,D,148,724066,20.4
,"Otero County, NM",35035,Alcohol-induced causes,A,165,724066,22.8
,"Otero County, NM",35035,All other non-drug and non-alcohol causes,O,6402,724066,884.2
,"Quay County, NM",35037,Drug-induced causes,D,29,93828,30.9
,"Quay County, NM",35037,Alcohol-induced causes,A,39,93828,41.6
,"Quay County, NM",35037,All other non-drug and non-alcohol causes,O,1304,93828,1389.8
,"Rio Arriba County, NM",35039,Drug-induced causes,D,356,435971,81.7
,"Rio Arriba County, NM",35039,Alcohol-induced causes,A,301,435971,69
,"Rio Arriba County, NM",35039,All other non-drug and non-alcohol causes,O,3884,435971,890.9
,"Roosevelt County, NM",35041,Drug-induced causes,D,32,212844,15
,"Roosevelt County, NM",35041,Alcohol-induced causes,A,18,212844,Unreliable
,"Roosevelt County, NM",35041,All other non-drug and non-alcohol causes,O,1690,212844,794
,"Sandoval County, NM",35043,Drug-induced causes,D,303,1540348,19.7
,"Sandoval County, NM",35043,Alcohol-induced causes,A,393,1540348,25.5
,"Sandoval County, NM",35043,All other non-drug and non-alcohol causes,O,11170,1540348,725.2
,"San Juan County, NM",35045,Drug-induced causes,D,269,1370116,19.6
,"San Juan County, NM",35045,Alcohol-induced causes,A,653,1370116,47.7
,"San Juan County, NM",35045,All other non-drug and non-alcohol causes,O,10635,1370116,776.2
,"San Miguel County, NM",35047,Drug-induced causes,D,120,309852,38.7
,"San Miguel County, NM",35047,Alcohol-induced causes,A,127,309852,41
,"San Miguel County, NM",35047,All other non-drug and non-alcohol causes,O,2895,309852,934.3
,"Santa Fe County, NM",35049,Drug-induced causes,D,506,1630227,31
,"Santa Fe County, NM",35049,Alcohol-induced causes,A,461,1630227,28.3
,"Santa Fe County, NM",35049,All other non-drug and non-alcohol causes,O,11993,1630227,735.7
,"Sierra County, NM",35051,Drug-induced causes,D,52,124938,41.6
,"Sierra County, NM",35051,Alcohol-induced causes,A,45,124938,36
,"Sierra County, NM",35051,All other non-drug and non-alcohol causes,O,2628,124938,2103.4
,"Socorro County, NM",35053,Drug-induced causes,D,51,189230,27
,"Socorro County, NM",35053,Alcohol-induced causes,A,79,189230,41.7
,"Socorro County, NM",35053,All other non-drug and non-alcohol causes,O,1803,189230,952.8
,"Taos County, NM",35055,Drug-induced causes,D,102,361670,28.2
,"Taos County, NM",35055,Alcohol-induced causes,A,148,361670,40.9
,"Taos County, NM",35055,All other non-drug and non-alcohol causes,O,3061,361670,846.4
,"Torrance County, NM",35057,Drug-induced causes,D,58,172908,33.5
,"Torrance County, NM",35057,Alcohol-induced causes,A,34,172908,19.7
